auctionItemId,auctionHouse,imageUrl,listingType,dateOfSale,grade,salePrice,certNumber
-7202887305607648563,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7202887305607648563/7952139771481055427.jpg,Auction,2024-04-13T02:04:21,4,46,72579001
-5751880333559179061,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5751880333559179061/-8361882242627301471.jpg,Auction,2024-04-11T02:11:23,6,69.12,84360864
-6495313826447361308,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6495313826447361308/517545712752476002.jpg,Auction,2024-04-11T01:17:52,6,98.88,56342682
-9078707306422248101,eBay,https://d1w8cc2yygc27j.cloudfront.net/-9078707306422248101/-689210691552891830.jpg,Auction,2024-04-09T20:35:58,6,83.22,24988153
8370197469256321413,eBay,https://d1w8cc2yygc27j.cloudfront.net/8370197469256321413/7507650264086729589.jpg,Auction,2024-04-09T12:47:57,5,73,84128672
3121051456164022989,eBay,https://d1w8cc2yygc27j.cloudfront.net/3121051456164022989/-356449457937938518.jpg,Auction,2024-04-07T19:05:01,3.5,36,84227536
-3718222356500947247,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3718222356500947247/8710243805865096548.jpg,Auction,2024-04-01T01:45:20,7,168.71,54903931
7516672519455128802,eBay,https://d1w8cc2yygc27j.cloudfront.net/7516672519455128802/-3193357739379398306.jpg,Auction,2024-04-01T01:00:01,8,305,78690956
9199654038401112620,eBay,https://d1w8cc2yygc27j.cloudfront.net/9199654038401112620/7081325830168871134.jpg,Auction,2024-03-31T01:23:39,8,331.35,23103238
-8832156042910102990,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8832156042910102990/6252227196770157778.jpg,Auction,2024-03-31T01:16:01,7,177.5,83427290
-1056356143577800573,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1056356143577800573/-2662315919900253037.jpg,Auction,2024-03-31T01:15:00,8,340,72378578
-1142302344113710092,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1142302344113710092/-9192477204200739999.jpg,Auction,2024-03-28T02:04:42,8,272.65,21318859
453501783061355208,eBay,https://d1w8cc2yygc27j.cloudfront.net/453501783061355208/7252089060727436347.jpg,Auction,2024-03-27T00:10:30,6,86,70277587
1500729940855895885,eBay,https://d1w8cc2yygc27j.cloudfront.net/1500729940855895885/3804449375337492991.jpg,Auction,2024-03-26T02:10:01,6,67.66,80229553
5512556236267580510,eBay,https://d1w8cc2yygc27j.cloudfront.net/5512556236267580510/-118495205489425036.jpg,Auction,2024-03-25T00:08:00,8,310.08,04042706
5271692604318653048,eBay,https://d1w8cc2yygc27j.cloudfront.net/5271692604318653048/-6753904370958703130.jpg,Auction,2024-03-24T23:42:01,4,50,25839328
643641,Lelands,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/689714059725069697/-5627078124096424023/images/1.jpg,Auction,2024-03-16T00:00:00,7,180,72586257
-4006745798151589721,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4006745798151589721/-3276045696053634337.jpg,Auction,2024-03-08T02:09:01,7,172.39,83427290
-412178205736497863,eBay,https://d1w8cc2yygc27j.cloudfront.net/-412178205736497863/-3415587319345828694.jpg,Auction,2024-03-05T03:35:01,7,210,85915726
-6142038803968520936,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6142038803968520936/5773373137374772442.jpg,Auction,2024-02-06T03:05:00,6,137.5,43484100
637403,"Memory Lane, Inc.",https://s3-us-west-2.amazonaws.com/cu-apr/auctions/5165604197837136156/-6223133370579290654/images/1.jpg,Auction,2024-02-03T00:00:00,9,1064.4,04643007
-5061737205670147564,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5061737205670147564/5708077230941114484.jpg,Auction,2024-01-29T02:00:01,8.5,576,66784497
2567478907293540088,eBay,https://d1w8cc2yygc27j.cloudfront.net/2567478907293540088/5540030431069449481.jpg,Auction,2024-01-24T21:53:40,6,89.89,26597215
2036683591651501519,eBay,https://d1w8cc2yygc27j.cloudfront.net/2036683591651501519/3635821483044310917.jpg,Auction,2024-01-17T01:23:35,6,102.5,82599725
2289189724917325484,eBay,https://d1w8cc2yygc27j.cloudfront.net/2289189724917325484/-3879520367527979860.jpg,Auction,2024-01-16T21:36:31,6,90,14009218
-4807551324091495216,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4807551324091495216/5773884030146466707.jpg,Auction,2024-01-05T01:18:00,7,171.37,84424362
-2634982749118610884,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2634982749118610884/1564417127677694779.jpg,Auction,2024-01-03T03:04:00,5,55.25,79352312
481380241344679777,eBay,https://d1w8cc2yygc27j.cloudfront.net/481380241344679777/-1111035627324264041.jpg,Auction,2023-12-29T01:50:00,8,364.99,78690923
-6870162955890247407,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6870162955890247407/-3134931402252067406.jpg,Auction,2023-12-27T02:38:00,4,89,45397992
-1147994836200962426,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1147994836200962426/-2682995386108383053.jpg,Auction,2023-12-25T03:18:00,7,148.09,75103637
3400398120589166228,eBay,https://d1w8cc2yygc27j.cloudfront.net/3400398120589166228/-8843771209325386143.jpg,Auction,2023-12-22T01:07:30,6,76,50633581
-388521406312993028,eBay,https://d1w8cc2yygc27j.cloudfront.net/-388521406312993028/7866170467867307764.jpg,Auction,2023-12-20T02:34:00,7,173.5,67849724
-5508272634637062591,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5508272634637062591/-8746891126665954878.jpg,Auction,2023-12-18T01:03:30,9,1150.21,24461796
2575742884669361455,eBay,https://d1w8cc2yygc27j.cloudfront.net/2575742884669361455/-2782679386847250432.jpg,Auction,2023-12-15T04:23:39,4,30.31,67348383
-3712097239387520675,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3712097239387520675/7035365169502319976.jpg,Auction,2023-12-14T03:35:01,4,50,56897572
-5796238258248006277,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5796238258248006277/6394999878408546125.jpg,Auction,2023-12-14T03:00:01,5,47.9,25205887
-3504884616673998114,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3504884616673998114/-2999426314377263580.jpg,Auction,2023-12-12T02:30:01,6,93.77,69136934
1396723855429190280,eBay,https://d1w8cc2yygc27j.cloudfront.net/1396723855429190280/-4239336216741316243.jpg,Auction,2023-12-11T01:17:30,6.5,84,16206203
-4442751681880184004,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4442751681880184004/-6789437921638436282.jpg,Auction,2023-12-11T01:17:00,5,69,70112113
1067189061311719821,eBay,https://d1w8cc2yygc27j.cloudfront.net/1067189061311719821/-273624408799716399.jpg,Auction,2023-12-11T01:16:30,4,44,43042267
-2807648469022431142,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2807648469022431142/826789745859434242.jpg,Auction,2023-12-04T01:05:30,9,1237,55534308
-5471151954827742241,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5471151954827742241/-2827409534564751321.jpg,Auction,2023-12-01T01:04:00,6,127.5,78633319
-7099186212395655001,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7099186212395655001/-8590882335516225235.jpg,Auction,2023-11-30T02:05:31,6,120,75415901
3176629213390596512,eBay,https://d1w8cc2yygc27j.cloudfront.net/3176629213390596512/-2109122762439248950.jpg,Auction,2023-10-30T00:02:30,8,301,40308756
222911202821375222,eBay,https://d1w8cc2yygc27j.cloudfront.net/222911202821375222/8371875262284712492.jpg,Auction,2023-10-28T00:40:01,6,72,75548822
1571493998094908352,eBay,https://d1w8cc2yygc27j.cloudfront.net/1571493998094908352/5091138213982959102.jpg,Auction,2023-10-27T02:00:01,8.5,452,79993073
-6433234074551823991,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6433234074551823991/6097514347832321939.jpg,Auction,2023-10-22T22:00:01,5,100,78464412
-3843083007329285443,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3843083007329285443/526091497526403734.jpg,Auction,2023-10-20T00:50:00,8,460.99,11420593
8319862178688726281,eBay,https://d1w8cc2yygc27j.cloudfront.net/8319862178688726281/3642639675202843010.jpg,Auction,2023-10-17T00:15:25,4,51,72591119
-3834703455314349387,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3834703455314349387/-3272491598588997262.jpg,Auction,2023-10-16T01:00:01,8,333.33,53138609
-1657936475661551405,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1657936475661551405/-603313379625753193.jpg,Auction,2023-10-14T13:44:33,8,349.99,72789132
-7714595974621139067,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7714595974621139067/3607297220437309054.jpg,Auction,2023-10-11T02:31:01,6,83,74500763
-3240656588433579269,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3240656588433579269/-4548866090726569711.jpg,Auction,2023-10-09T01:21:40,6,65,56850416
-2271900919595011928,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2271900919595011928/-1881017228564514980.jpg,Auction,2023-10-07T00:19:47,3,49.97,75804439
-9118492651452468259,eBay,https://d1w8cc2yygc27j.cloudfront.net/-9118492651452468259/692103229634799035.jpg,Auction,2023-10-05T02:33:24,7,199,75818740
1279195187325322009,eBay,https://d1w8cc2yygc27j.cloudfront.net/1279195187325322009/9199655172814417255.jpg,Auction,2023-10-05T02:18:01,5,58,47250101
647940,Clean Sweep Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/4370541552773726690/-9122366451105039736/images/1.jpg,Auction,2023-10-05T00:00:00,8,285.6,31300839
6394553549053594804,eBay,https://d1w8cc2yygc27j.cloudfront.net/6394553549053594804/7330932061797145841.jpg,Auction,2023-09-30T23:35:01,2.5,23.01,76246359
-3363407696374380703,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3363407696374380703/4770719383703673156.jpg,Auction,2023-09-29T01:07:01,8,301,09013882
-8759771634989351211,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8759771634989351211/-5742343700832484002.jpg,Auction,2023-09-29T00:19:47,6,81,24287271
7037124508079316645,eBay,https://d1w8cc2yygc27j.cloudfront.net/7037124508079316645/7623850097195119656.jpg,Auction,2023-09-29T00:19:00,7,185,78349035
-756151822320737383,eBay,https://d1w8cc2yygc27j.cloudfront.net/-756151822320737383/206096012843717184.jpg,Auction,2023-09-27T00:40:01,4,51,75088477
-3750895159240149213,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3750895159240149213/-4738804135017972875.jpg,Auction,2023-09-26T21:59:34,1.5,20,47050138
-3621577199107545247,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3621577199107545247/-6908963061452111970.jpg,Auction,2023-09-19T02:19:38,5,77,66695206
6360787794748432985,eBay,https://d1w8cc2yygc27j.cloudfront.net/6360787794748432985/5421251108024302337.jpg,Auction,2023-09-16T02:36:15,6,132.5,26495487
-1420222067664703641,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1420222067664703641/-6926752183034718874.jpg,Auction,2023-09-16T01:05:01,5,74,75180990
2949302776266748011,eBay,https://d1w8cc2yygc27j.cloudfront.net/2949302776266748011/-3564962035006627879.jpg,Auction,2023-09-12T02:00:01,4,35,45124820
635185,"Memory Lane, Inc.",https://s3-us-west-2.amazonaws.com/cu-apr/auctions/5175316180429729907/5796573311702068022/images/1.jpg,Auction,2023-09-09T00:00:00,9,1171.2,53794509
5232704549522541298,eBay,https://d1w8cc2yygc27j.cloudfront.net/5232704549522541298/-7830822453368108080.jpg,Auction,2023-09-07T02:41:00,7,182.5,75119194
-8059879061305694743,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8059879061305694743/-4031534589421227994.jpg,Auction,2023-08-30T15:37:33,4,39.99,72574110
1372017285707858722,eBay,https://d1w8cc2yygc27j.cloudfront.net/1372017285707858722/6936198021372345101.jpg,Auction,2023-08-29T00:51:14,8,365.01,54137513
2252044632908118629,eBay,https://d1w8cc2yygc27j.cloudfront.net/2252044632908118629/8137654761203668272.jpg,Auction,2023-08-28T01:45:01,8,280,01131219
6785988332453110056,eBay,https://d1w8cc2yygc27j.cloudfront.net/6785988332453110056/-1478714661111637489.jpg,Auction,2023-08-25T02:14:30,7,187.5,72335237
-8811807104620603645,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8811807104620603645/-8460199265008744357.jpg,Auction,2023-08-25T02:14:00,9,1150.21,26989361
-5593370606259669462,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5593370606259669462/-5527951647918362127.jpg,Auction,2023-08-24T21:33:34,6,86,75415901
5626414413828124680,eBay,https://d1w8cc2yygc27j.cloudfront.net/5626414413828124680/6258393458730307837.jpg,Auction,2023-08-23T03:34:34,5,122.5,73566068
-8133267757509691467,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8133267757509691467/-1783895515016434771.jpg,Auction,2023-08-22T01:03:01,4,38,75195027
8331733169150424343,eBay,https://d1w8cc2yygc27j.cloudfront.net/8331733169150424343/6956814281210188831.jpg,Auction,2023-08-21T01:15:01,6,81.01,73827667
2569334707303016942,eBay,https://d1w8cc2yygc27j.cloudfront.net/2569334707303016942/-4520338637498549643.jpg,Auction,2023-08-18T01:56:17,4,41.58,71820604
636464,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/8579118344550021997/-7149557319764180683/images/1.jpg,Auction,2023-08-13T00:00:00,9,1110,31023780
-2060120617231856405,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2060120617231856405/-4604893642930837159.jpg,Auction,2023-08-05T20:04:14,4,52.95,73130988
1386948001933020250,eBay,https://d1w8cc2yygc27j.cloudfront.net/1386948001933020250/-8432271250724051436.jpg,Auction,2023-07-17T02:00:01,4,56,72368871
-5832968109482545566,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5832968109482545566/-6693733937140747190.jpg,Auction,2023-07-13T22:11:01,6,80,40276065
8134781002574296673,eBay,https://d1w8cc2yygc27j.cloudfront.net/8134781002574296673/685905764512520429.jpg,Auction,2023-07-13T02:10:01,4,49.99,71359216
689260126393956039,eBay,https://d1w8cc2yygc27j.cloudfront.net/689260126393956039/4737525574785004642.jpg,Auction,2023-07-10T03:00:01,6,94,72940792
4374734141673961773,eBay,https://d1w8cc2yygc27j.cloudfront.net/4374734141673961773/-8197761720253880721.jpg,Auction,2023-07-10T01:38:00,4,47,71277787
-9124910333322569835,eBay,https://d1w8cc2yygc27j.cloudfront.net/-9124910333322569835/-3799630565047612541.jpg,Auction,2023-07-10T01:30:27,7,142.5,11059828
-2571580225235111066,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2571580225235111066/-6810813726838417206.jpg,Auction,2023-07-07T00:23:30,8,451.99,75232705
3240986772218783726,eBay,https://d1w8cc2yygc27j.cloudfront.net/3240986772218783726/-3861891058019364535.jpg,Auction,2023-07-06T03:45:25,7,199,72360899
8243325601997633671,eBay,https://d1w8cc2yygc27j.cloudfront.net/8243325601997633671/-2624185060712455000.jpg,Auction,2023-07-04T19:29:12,5.5,40,69762245
9095703578487814782,eBay,https://d1w8cc2yygc27j.cloudfront.net/9095703578487814782/-1007118375327323927.jpg,Auction,2023-07-04T01:24:10,7,188.53,72835574
-8140776747770003066,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8140776747770003066/3125928167423170523.jpg,Auction,2023-07-01T01:00:01,5,62,73692724
6429491493278268535,eBay,https://d1w8cc2yygc27j.cloudfront.net/6429491493278268535/-4103525799439273308.jpg,Auction,2023-06-26T03:25:01,7,161.38,05378526
2427693984132487371,eBay,https://d1w8cc2yygc27j.cloudfront.net/2427693984132487371/-820696430728045254.jpg,Auction,2023-06-26T02:15:32,8,330,69827341
609266,Goldin Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-7090891332997569783/-8399648304715626784/images/1.jpg,Auction,2023-06-15T00:00:00,6,110,09171859
-2218880429356279007,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2218880429356279007/1715165062499722678.jpg,Auction,2023-05-29T04:10:30,8,247.71,03771931
1876923129760932422,eBay,https://d1w8cc2yygc27j.cloudfront.net/1876923129760932422/1797264380631576799.jpg,Auction,2023-05-16T01:00:01,6,94,43581437
-4895677763255581040,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4895677763255581040/6876921847650050006.jpg,Auction,2023-05-12T01:10:01,7,182.5,71097010
632112,"Memory Lane, Inc.",https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-243351620233448467/6689556874104758231/images/1.jpg,Auction,2023-05-06T00:00:00,9,1714.8,53794509
-2340764296436395514,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2340764296436395514/1834911125832593316.jpg,Auction,2023-05-05T02:48:20,5,71.98,68546007
-4551731564310355505,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4551731564310355505/-9151022133893383712.jpg,Auction,2023-04-10T01:00:01,4,44,69806344
4730600434837445091,eBay,https://d1w8cc2yygc27j.cloudfront.net/4730600434837445091/5478181956817840322.jpg,Auction,2023-04-10T01:00:01,8,344.99,40113380
661291353932159742,eBay,https://d1w8cc2yygc27j.cloudfront.net/661291353932159742/6258269837521904423.jpg,Auction,2023-04-08T02:32:31,5,62,31033040
624122,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-8818679457895437181/-7799727443809043324/images/1.jpg,Auction,2023-04-06T00:00:00,4,28.13,69960300
-8893212680102712587,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8893212680102712587/1733900186556912814.jpg,Auction,2023-04-05T02:43:00,4,56,68682194
3887620523717802039,eBay,https://d1w8cc2yygc27j.cloudfront.net/3887620523717802039/4294654312717978009.jpg,Auction,2023-03-31T00:42:00,6,108.5,70245914
1354988454634716907,eBay,https://d1w8cc2yygc27j.cloudfront.net/1354988454634716907/6673708542886179786.jpg,Auction,2023-03-26T01:11:43,4,88,23375323
4024613961790305473,eBay,https://d1w8cc2yygc27j.cloudfront.net/4024613961790305473/-6588396800720051961.jpg,Auction,2023-03-26T01:11:06,8,456.55,20789410
610677,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/4915383154490686283/-8437596707237543238/images/1.jpg,Auction,2023-03-23T00:00:00,6,132.75,66868184
-107399148312378965,eBay,https://d1w8cc2yygc27j.cloudfront.net/-107399148312378965/6308439043719393020.jpg,Auction,2023-03-19T03:05:52,5,74,68548422
595065,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-4849696475529482644/-6682739632557060708/images/1.jpg,Auction,2023-03-19T00:00:00,7,228,22953855
-8229298706156675971,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8229298706156675971/-1444415237832722241.jpg,Auction,2023-03-18T01:04:00,8,335,70281155
-7634190688850552915,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7634190688850552915/-6740087880788006692.jpg,Auction,2023-03-17T03:10:01,3,43,66697106
605549,Goldin Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/4228363157864847095/-2480130606000293513/images/1.jpg,Auction,2023-03-16T00:00:00,6,104,71028928
-1833360997908839883,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1833360997908839883/-3599301269088045152.jpg,Auction,2023-03-15T03:10:01,7,217.5,64863719
-6534549644553077199,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6534549644553077199/-3062927951263720848.jpg,Auction,2023-03-13T01:40:01,9,1125,07313329
622746,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3193002556529428301/5845237020662923770/images/1.jpg,Auction,2023-03-09T00:00:00,7,216,45207971
4385767541566499303,eBay,https://d1w8cc2yygc27j.cloudfront.net/4385767541566499303/7487032556207226393.jpg,Auction,2023-03-07T03:55:01,6,122.5,68944844
-7525691481363358321,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7525691481363358321/8774251415382283842.jpg,Auction,2023-03-02T20:48:04,4,63,72213842
5900967057466590786,eBay,https://d1w8cc2yygc27j.cloudfront.net/5900967057466590786/1357865732101073919.jpg,Auction,2023-03-02T03:12:00,4,63,67935679
-4075823218805985701,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4075823218805985701/-8022233573305153948.jpg,Auction,2023-03-01T23:02:53,5,76,59036195
-6101919693800110656,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6101919693800110656/-5570638356528316539.jpg,Auction,2023-02-27T23:45:54,5,51,20614819
-889687393891196026,eBay,https://d1w8cc2yygc27j.cloudfront.net/-889687393891196026/4404039587298039753.jpg,Auction,2023-02-27T02:00:15,9,1394.9,04000876
969496479629934933,eBay,https://d1w8cc2yygc27j.cloudfront.net/969496479629934933/-7474421215277748190.jpg,Auction,2023-02-26T15:41:13,7,182,64527692
622984,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-2988078320282661769/-1442217296243385767/images/1.jpg,Auction,2023-02-23T00:00:00,8,427.5,69827342
-3217284759872364269,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3217284759872364269/2068600990384696568.jpg,Auction,2023-02-21T02:33:01,6,134.5,56455658
-4429574011306239816,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4429574011306239816/-6576629305706730123.jpg,Auction,2023-02-20T05:07:01,6,163.5,27149395
-1623627594446370164,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1623627594446370164/5145557553589100831.jpg,Auction,2023-02-18T21:41:10,7,179.5,14455900
8712730962600336831,eBay,https://d1w8cc2yygc27j.cloudfront.net/8712730962600336831/-4693241788731791319.jpg,Auction,2023-02-18T00:18:30,1.5,25,47050138
1288671018519097830,eBay,https://d1w8cc2yygc27j.cloudfront.net/1288671018519097830/7065483515522105491.jpg,Auction,2023-02-17T03:35:01,8,355,02097975
-4932370243556337161,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4932370243556337161/3343602421108027093.jpg,Auction,2023-02-14T04:59:01,9,1352.12,70440008
581748,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3765200998778856255/3639131728500093827/images/1.jpg,Auction,2023-02-10T00:00:00,8,470.25,69827341
582100,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3765200998778856255/7889474127617027513/images/1.jpg,Auction,2023-02-10T00:00:00,1,20.25,66292679
8157020288233745893,eBay,https://d1w8cc2yygc27j.cloudfront.net/8157020288233745893/-4778391449820292872.jpg,Auction,2023-02-07T02:43:20,8,397,90046736
6902220674596793564,eBay,https://d1w8cc2yygc27j.cloudfront.net/6902220674596793564/5145557553589100831.jpg,Auction,2023-02-05T05:11:16,7,190.5,14455900
2077702955788253447,eBay,https://d1w8cc2yygc27j.cloudfront.net/2077702955788253447/-5101413171207211268.jpg,Auction,2023-02-04T03:50:38,6,189.95,66004814
3881487927336372103,eBay,https://d1w8cc2yygc27j.cloudfront.net/3881487927336372103/2112511770349986320.jpg,Auction,2023-01-27T03:55:48,7,227.5,67217619
-6386457838599179964,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6386457838599179964/-5966564689441763438.jpg,Auction,2023-01-25T03:00:01,8.5,650,66635497
1444597953508799777,eBay,https://d1w8cc2yygc27j.cloudfront.net/1444597953508799777/-2023154163221094131.jpg,Auction,2023-01-25T02:20:30,3,47.5,68010930
-4947109004952425667,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4947109004952425667/-5205907599540464842.jpg,Auction,2023-01-21T23:36:03,6,96.05,62140795
-4553660201524705167,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4553660201524705167/-1150848545854272131.jpg,Auction,2023-01-21T04:05:13,6,97,68102094
2207507146720356562,eBay,https://d1w8cc2yygc27j.cloudfront.net/2207507146720356562/-4298612804405801460.jpg,Auction,2023-01-20T01:53:00,7,241.5,64863719
-5205347211963990040,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5205347211963990040/-3551664648239881526.jpg,Auction,2023-01-18T19:00:01,6,103.5,46683268
-3339230452403786547,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3339230452403786547/5492244583632364474.jpg,Auction,2023-01-18T02:04:07,5,70,67918495
711820892118915176,eBay,https://d1w8cc2yygc27j.cloudfront.net/711820892118915176/4599688411001765850.jpg,Auction,2023-01-16T04:08:01,8,448,66322442
8477693795975249263,eBay,https://d1w8cc2yygc27j.cloudfront.net/8477693795975249263/-8274053756174863401.jpg,Auction,2023-01-13T02:10:01,8,434.99,66792795
-4985649056017549249,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4985649056017549249/5203879015951759477.jpg,Auction,2023-01-10T03:00:01,6,126.59,66269234
-2019224898935157321,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2019224898935157321/6601455825790968677.jpg,Auction,2023-01-09T19:41:29,1,22,66434879
-7437182261514037525,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7437182261514037525/-1738873514678774131.jpg,Auction,2023-01-06T01:06:00,6,130.5,04588965
3580179550586493084,eBay,https://d1w8cc2yygc27j.cloudfront.net/3580179550586493084/2388363457634493336.jpg,Auction,2023-01-02T14:49:57,8,432.99,64345047
-1026742900393477030,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1026742900393477030/1817744794315845589.jpg,Auction,2023-01-02T03:28:01,8,480,66026378
-2872603621584615742,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2872603621584615742/-5863851537044013325.jpg,Auction,2022-12-30T04:00:01,4,81,66824316
-7666538641513678173,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7666538641513678173/-97098139473880192.jpg,Auction,2022-12-30T02:52:03,7,282,66698761
-6855599086160772285,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6855599086160772285/4770017238898357583.jpg,Auction,2022-12-30T02:06:01,8,374,65831093
-5373769546387254112,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5373769546387254112/-1553986696705318055.jpg,Auction,2022-12-29T23:22:36,3,42,51543987
-2581482176498166000,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2581482176498166000/-8515304486020183652.jpg,Auction,2022-12-24T21:43:59,2,48,56639708
2081618735309308369,eBay,https://d1w8cc2yygc27j.cloudfront.net/2081618735309308369/-3579776138258202474.jpg,Auction,2022-12-24T05:00:01,7,209.49,56714578
4566068852080718574,eBay,https://d1w8cc2yygc27j.cloudfront.net/4566068852080718574/3587845866325963661.jpg,Auction,2022-12-23T01:34:00,7,207.5,40190810
-102629562470237847,eBay,https://d1w8cc2yygc27j.cloudfront.net/-102629562470237847/845064976541961226.jpg,Auction,2022-12-22T03:11:59,3.5,49.21,60805619
-2500669740391043287,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2500669740391043287/-7559682128297899688.jpg,Auction,2022-12-13T03:30:01,6,150.5,68543960
2894910866803206788,eBay,https://d1w8cc2yygc27j.cloudfront.net/2894910866803206788/-363174702777188728.jpg,Auction,2022-12-05T02:00:01,6,148.16,68385344
5138867046778035170,eBay,https://d1w8cc2yygc27j.cloudfront.net/5138867046778035170/-4896849014007179870.jpg,Auction,2022-11-04T01:02:01,7,207.5,65336578
2175963667584432469,eBay,https://d1w8cc2yygc27j.cloudfront.net/2175963667584432469/6939467869615716662.jpg,Auction,2022-10-26T02:10:03,5,79,45450336
427824198474939043,eBay,https://d1w8cc2yygc27j.cloudfront.net/427824198474939043/-4204504095565793554.jpg,Auction,2022-10-24T00:11:00,7,205.49,18599993
557881,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7722791276419819504/6195214846840252190/images/1.jpg,Auction,2022-10-24T00:00:00,8,330,25936116
-4545473931351416257,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4545473931351416257/5431401259537446070.jpg,Auction,2022-10-23T19:16:48,9,1225,30221624
