auctionItemId,auctionHouse,imageUrl,listingType,dateOfSale,grade,salePrice,certNumber
-8553684438379740679,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8553684438379740679/3183342600631649538.jpg,Auction,2024-11-18T02:27:00,3.5,40.73,96015940
7932562905629653582,eBay,https://d1w8cc2yygc27j.cloudfront.net/7932562905629653582/-743728811822272167.jpg,Auction,2024-11-18T01:05:00,8,346,94764739
9148954257863061504,eBay,https://d1w8cc2yygc27j.cloudfront.net/9148954257863061504/-3773374725782423850.jpg,Auction,2024-11-17T01:23:00,6,79,94764630
4059508237733908168,eBay,https://d1w8cc2yygc27j.cloudfront.net/4059508237733908168/4909935935052576174.jpg,Auction,2024-11-16T01:18:01,2.5,16.55,89032639
2876163057518479242,eBay,https://d1w8cc2yygc27j.cloudfront.net/2876163057518479242/4195701782418064521.jpg,Auction,2024-11-15T03:02:40,6,67,95792978
-6011668880172209699,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6011668880172209699/-3050782710538600370.jpg,Auction,2024-11-14T18:44:51,8,300,99449754
7922504229007289240,eBay,https://d1w8cc2yygc27j.cloudfront.net/7922504229007289240/488234482828040272.jpg,Auction,2024-11-11T03:30:25,8.5,535,14628116
-9091073568866885670,eBay,https://d1w8cc2yygc27j.cloudfront.net/-9091073568866885670/-502974460330837127.jpg,Auction,2024-11-11T02:27:00,7,161.05,50546593
-3523832691455673018,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3523832691455673018/5942903603641581644.jpg,Auction,2024-11-03T02:08:01,7,149.5,91837132
-9212318595633785317,eBay,https://d1w8cc2yygc27j.cloudfront.net/-9212318595633785317/-7419024296243306619.jpg,Auction,2024-10-31T01:46:00,8,326.03,06227658
8059609062343863378,eBay,https://d1w8cc2yygc27j.cloudfront.net/8059609062343863378/-4580321326957281955.jpg,Auction,2024-10-30T02:23:00,8,320.99,16257314
-139615974572740273,eBay,https://d1w8cc2yygc27j.cloudfront.net/-139615974572740273/-2520323596585649279.jpg,Auction,2024-10-28T02:06:01,5,63.38,73692724
-8163598806551362414,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8163598806551362414/-6079217102988808788.jpg,Auction,2024-10-28T01:59:00,5,62.39,96235232
-7471518727230358947,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7471518727230358947/6243987107384971776.jpg,Auction,2024-10-26T01:51:00,2,20.5,97371897
7309636720786983465,eBay,https://d1w8cc2yygc27j.cloudfront.net/7309636720786983465/-8773158642047356031.jpg,Auction,2024-10-24T02:01:10,6,105,95743446
4664305571184101470,eBay,https://d1w8cc2yygc27j.cloudfront.net/4664305571184101470/4329153267663182145.jpg,Auction,2024-10-21T02:26:01,4,41,94686797
-6553706725988722401,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6553706725988722401/4351450594799854117.jpg,Auction,2024-10-20T01:49:01,9,916.76,21061084
-3993735842620226919,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3993735842620226919/6085694204586791146.jpg,Auction,2024-10-19T21:23:48,6,61,94659299
-2527535821739075265,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2527535821739075265/-2626229528915362263.jpg,Auction,2024-10-15T00:39:00,9,1091.5,04000876
2263194060172169524,eBay,https://d1w8cc2yygc27j.cloudfront.net/2263194060172169524/-847485209667275435.jpg,Auction,2024-10-15T00:20:49,4,32.25,66535950
-1095496559994002344,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1095496559994002344/2318484547172248648.jpg,Auction,2024-10-11T02:01:00,4,38.07,89653924
6907896381893605936,eBay,https://d1w8cc2yygc27j.cloudfront.net/6907896381893605936/7606620626238902354.jpg,Auction,2024-10-09T00:29:00,7,162.5,27171896
8316901634279642099,eBay,https://d1w8cc2yygc27j.cloudfront.net/8316901634279642099/-8674084694728580185.jpg,Auction,2024-10-08T03:17:13,8,342,95372792
230607025666516861,eBay,https://d1w8cc2yygc27j.cloudfront.net/230607025666516861/6783845798761699843.jpg,Auction,2024-10-08T01:43:00,7,132.5,84766231
2430171012275833565,eBay,https://d1w8cc2yygc27j.cloudfront.net/2430171012275833565/-2113623767693605972.jpg,Auction,2024-10-06T01:49:00,4,57.78,68505249
-4887510885873463651,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4887510885873463651/5846984071162691711.jpg,Auction,2024-10-05T00:04:01,6,85.11,84360864
-2687502377478998426,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2687502377478998426/-7532931450203235152.jpg,Auction,2024-09-29T01:52:00,7,145,91923539
6779318389464545251,eBay,https://d1w8cc2yygc27j.cloudfront.net/6779318389464545251/-1911940279279967311.jpg,Auction,2024-09-21T18:16:11,3,34,83118952
3646078891032998146,eBay,https://d1w8cc2yygc27j.cloudfront.net/3646078891032998146/-2131827478275652706.jpg,Auction,2024-09-21T01:32:15,4,38.11,83118945
4794443476912803789,eBay,https://d1w8cc2yygc27j.cloudfront.net/4794443476912803789/-6034108575474192079.jpg,Auction,2024-09-20T01:44:00,8,382.01,64158505
572122878496697961,eBay,https://d1w8cc2yygc27j.cloudfront.net/572122878496697961/-4947303224230660828.jpg,Auction,2024-09-17T02:04:01,9,1065.21,31023780
-5999586270210985859,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5999586270210985859/8387695467871101002.jpg,Auction,2024-09-17T01:54:00,7,177.5,92211503
-4750192014626902216,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4750192014626902216/-7770560782147490384.jpg,Auction,2024-09-17T01:30:00,6,108,93671699
903844505720712490,eBay,https://d1w8cc2yygc27j.cloudfront.net/903844505720712490/4884266102170126537.jpg,Auction,2024-09-17T01:30:00,5,73,93671700
-1311105939489448623,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1311105939489448623/3520255304346445991.jpg,Auction,2024-09-16T01:00:00,8,285,24678089
3375166246357169858,eBay,https://d1w8cc2yygc27j.cloudfront.net/3375166246357169858/2673376724987314341.jpg,Auction,2024-09-12T02:35:16,1.5,20.5,89741944
-3448463300065703251,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3448463300065703251/-6715248497439106610.jpg,Auction,2024-09-10T17:00:00,2,26.5,20633452
7950181545266903351,eBay,https://d1w8cc2yygc27j.cloudfront.net/7950181545266903351/6476647808779670819.jpg,Auction,2024-09-10T02:12:36,5,40,89515573
-1300506704833311478,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1300506704833311478/941279426848748676.jpg,Auction,2024-09-10T02:05:01,8,350,92827688
7243015334388426822,eBay,https://d1w8cc2yygc27j.cloudfront.net/7243015334388426822/7475826061455568048.jpg,Auction,2024-09-09T22:51:09,4,36,89752470
4885273205904300151,eBay,https://d1w8cc2yygc27j.cloudfront.net/4885273205904300151/-102756251175720211.jpg,Auction,2024-09-09T03:04:31,7,160.5,58923100
-6834482717267452057,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6834482717267452057/6481028093862959108.jpg,Auction,2024-09-09T03:03:01,4,44,89865763
-4810764136350944033,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4810764136350944033/9133929156931380144.jpg,Auction,2024-09-09T02:27:36,5,68.19,89932728
6265543307261157586,eBay,https://d1w8cc2yygc27j.cloudfront.net/6265543307261157586/-6158151314563441966.jpg,Auction,2024-09-09T00:01:30,4,51,92310770
-902183535166845456,eBay,https://d1w8cc2yygc27j.cloudfront.net/-902183535166845456/-5186631286339442668.jpg,Auction,2024-09-06T03:00:01,4,29,89029938
8351543984215780682,eBay,https://d1w8cc2yygc27j.cloudfront.net/8351543984215780682/4763397378199683045.jpg,Auction,2024-09-06T01:26:00,4,37,94390078
-3619437961126076783,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3619437961126076783/-2920146030190311044.jpg,Auction,2024-09-03T02:12:01,6,68,24271428
5000746774016480294,eBay,https://d1w8cc2yygc27j.cloudfront.net/5000746774016480294/-4653047849967656210.jpg,Auction,2024-09-02T03:17:00,4,27.5,75818741
-92287940845556016,eBay,https://d1w8cc2yygc27j.cloudfront.net/-92287940845556016/-2435053398766770513.jpg,Auction,2024-09-01T01:00:01,2,25,91800900
5069673819850095619,eBay,https://d1w8cc2yygc27j.cloudfront.net/5069673819850095619/4352171248596256999.jpg,Auction,2024-08-31T00:42:29,6,70,89602215
-1667761839177249383,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1667761839177249383/3268776868722351210.jpg,Auction,2024-08-30T00:10:30,6,61,30593460
3006500751104367812,eBay,https://d1w8cc2yygc27j.cloudfront.net/3006500751104367812/1192636963672659876.jpg,Auction,2024-08-30T00:00:30,8,350,30593459
318038077793857275,eBay,https://d1w8cc2yygc27j.cloudfront.net/318038077793857275/-590511534367482959.jpg,Auction,2024-08-28T02:02:00,7,166,93260219
-1183616698973625851,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1183616698973625851/-8295203573652256533.jpg,Auction,2024-08-21T03:00:57,4,50,92679434
-2292460554018707544,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2292460554018707544/3887191515479755958.jpg,Auction,2024-08-18T23:52:00,8,345.01,22364870
4764099559526034722,eBay,https://d1w8cc2yygc27j.cloudfront.net/4764099559526034722/822301835225824954.jpg,Auction,2024-08-18T01:00:01,7,152.5,44233902
-5467085632584061010,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5467085632584061010/1021358252033524557.jpg,Auction,2024-08-14T01:32:00,4,53,92310770
-291765779123243695,eBay,https://d1w8cc2yygc27j.cloudfront.net/-291765779123243695/-4741881261862839186.jpg,Auction,2024-08-12T00:17:00,7,132.5,02115240
3857106932041329834,eBay,https://d1w8cc2yygc27j.cloudfront.net/3857106932041329834/6992225917416870288.jpg,Auction,2024-08-11T22:20:46,6,79.99,92798879
5935506126859784822,eBay,https://d1w8cc2yygc27j.cloudfront.net/5935506126859784822/5089890483926894386.jpg,Auction,2024-08-10T03:32:15,6,73,70528813
-8486349994103124849,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8486349994103124849/6938399000054974473.jpg,Auction,2024-08-07T02:16:01,3,43.72,66941538
645181960207720782,eBay,https://d1w8cc2yygc27j.cloudfront.net/645181960207720782/-3700256316578838193.jpg,Auction,2024-08-07T01:38:00,1,17.36,89952100
8684451546243236093,eBay,https://d1w8cc2yygc27j.cloudfront.net/8684451546243236093/-4441923780953757529.jpg,Auction,2024-08-06T01:26:00,5,76,89010096
-4482886285714454839,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4482886285714454839/1895150255892974573.jpg,Auction,2024-08-05T00:30:01,4,52.88,84168664
6452272381465282649,eBay,https://d1w8cc2yygc27j.cloudfront.net/6452272381465282649/2003343222497267717.jpg,Auction,2024-07-31T05:02:44,3,29,89416258
-2476106622090105097,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2476106622090105097/6514610214656058025.jpg,Auction,2024-07-31T01:00:01,5,58,86242748
2748253731973193597,eBay,https://d1w8cc2yygc27j.cloudfront.net/2748253731973193597/1329766646043981638.jpg,Auction,2024-07-30T03:02:01,3,30,90872853
9130292099020367833,eBay,https://d1w8cc2yygc27j.cloudfront.net/9130292099020367833/-700246357352135215.jpg,Auction,2024-07-30T03:01:01,5,76.99,91107301
5176215229448419425,eBay,https://d1w8cc2yygc27j.cloudfront.net/5176215229448419425/-1682064056155873101.jpg,Auction,2024-07-29T03:05:33,6,82,89758939
-6241358387597285108,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6241358387597285108/575154693196710509.jpg,Auction,2024-07-28T02:38:46,5.5,69.96,74643792
1632942615400881555,eBay,https://d1w8cc2yygc27j.cloudfront.net/1632942615400881555/-3288244649625472397.jpg,Auction,2024-07-28T02:00:24,4,55,90781955
2638218321603179045,eBay,https://d1w8cc2yygc27j.cloudfront.net/2638218321603179045/-6285383018828279183.jpg,Auction,2024-07-27T01:19:22,7,139.5,88806750
-5110171788525784457,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5110171788525784457/-127902337363114291.jpg,Auction,2024-07-26T01:06:01,7,135.5,89184464
-5655625455977698616,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5655625455977698616/1905120830693603329.jpg,Auction,2024-07-24T01:59:37,4,45,81993406
-641778795057671310,eBay,https://d1w8cc2yygc27j.cloudfront.net/-641778795057671310/2926573093849340356.jpg,Auction,2024-07-22T03:12:00,7,178.71,85316295
-8667662830708276672,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8667662830708276672/8457667933550079054.jpg,Auction,2024-07-21T21:33:40,6,73.77,69606639
7429158039678760892,eBay,https://d1w8cc2yygc27j.cloudfront.net/7429158039678760892/-4137738925818796768.jpg,Auction,2024-07-21T02:07:43,6,81.01,71053377
-8301885288039417329,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8301885288039417329/1981878287926976167.jpg,Auction,2024-07-19T02:48:00,8,173.5,40486155
-5726295602016097954,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5726295602016097954/-3203925562654104531.jpg,Auction,2024-07-18T01:14:01,8,307.25,92632539
-1411228861840982650,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1411228861840982650/2440510952561380077.jpg,Auction,2024-07-16T01:29:01,8,296,69827342
-7759143622606634515,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7759143622606634515/-4872940360187752232.jpg,Auction,2024-07-14T19:35:01,2,26.01,89212987
-919157502173841962,eBay,https://d1w8cc2yygc27j.cloudfront.net/-919157502173841962/3829481237015640826.jpg,Auction,2024-07-05T21:21:38,3,34.95,87256863
8744541399059076220,eBay,https://d1w8cc2yygc27j.cloudfront.net/8744541399059076220/-8748159932056405005.jpg,Auction,2024-07-05T00:58:25,5,59,89299408
-3110627779073729084,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3110627779073729084/2219798735167479122.jpg,Auction,2024-07-03T22:55:08,7,142.5,89007810
-3146970553356866715,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3146970553356866715/-7676683216233302740.jpg,Auction,2024-07-03T02:36:00,6,79,89633992
9211336086319453222,eBay,https://d1w8cc2yygc27j.cloudfront.net/9211336086319453222/-7626169764207612544.jpg,Auction,2024-07-02T00:43:37,8,305,80535104
-802051122227645579,eBay,https://d1w8cc2yygc27j.cloudfront.net/-802051122227645579/3911866404975205593.jpg,Auction,2024-06-28T00:00:30,7,109.59,03060605
-2672805387679211365,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2672805387679211365/-4140565781353476850.jpg,Auction,2024-06-24T00:54:30,8,310.01,78585997
7401332698585392598,eBay,https://d1w8cc2yygc27j.cloudfront.net/7401332698585392598/-1537104501170211356.jpg,Auction,2024-06-21T01:11:01,8,306,86391499
-8175635139280699549,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8175635139280699549/-8978125214949679051.jpg,Auction,2024-06-20T02:01:00,4,46,89628271
-5053914296566656451,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5053914296566656451/4484111976539815745.jpg,Auction,2024-06-19T21:03:58,8,255,20854734
117569825630237884,eBay,https://d1w8cc2yygc27j.cloudfront.net/117569825630237884/8459717212915142082.jpg,Auction,2024-06-19T00:02:30,7,152.98,43042998
3366250431844489806,eBay,https://d1w8cc2yygc27j.cloudfront.net/3366250431844489806/5996091362982079387.jpg,Auction,2024-06-18T16:56:14,5,63.58,83847450
-5550243252034262861,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5550243252034262861/-2285323557513867727.jpg,Auction,2024-06-18T01:57:00,5,68.77,90823182
-6569767618437368394,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6569767618437368394/6723088575146208475.jpg,Auction,2024-06-17T01:16:00,6,87.7,83526227
-2787336576005384233,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2787336576005384233/5005983870091666461.jpg,Auction,2024-06-17T00:01:00,6,119.5,87856892
-4690229119878522027,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4690229119878522027/972476681811895731.jpg,Auction,2024-06-16T23:43:14,7,120,86970719
327426186212874441,eBay,https://d1w8cc2yygc27j.cloudfront.net/327426186212874441/6066413229168313754.jpg,Auction,2024-06-14T02:30:01,4,46,89628184
-3207860874501646017,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3207860874501646017/-5585080018735652999.jpg,Auction,2024-06-13T02:34:00,5,64.99,89628387
-8497568198178732132,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8497568198178732132/2484726258875417209.jpg,Auction,2024-06-11T13:05:06,3,26,84168668
5516791755762757843,eBay,https://d1w8cc2yygc27j.cloudfront.net/5516791755762757843/-5824760085267484926.jpg,Auction,2024-06-07T00:49:00,5,59.58,87195588
8627503560211322456,eBay,https://d1w8cc2yygc27j.cloudfront.net/8627503560211322456/1902084315073550035.jpg,Auction,2024-06-04T02:10:01,3,32,28302854
3531514072531051718,eBay,https://d1w8cc2yygc27j.cloudfront.net/3531514072531051718/9133656430607592721.jpg,Auction,2024-06-03T01:50:01,5,67,60240135
-7797388583520208894,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7797388583520208894/8300793038072806062.jpg,Auction,2024-06-03T00:00:30,2,23.72,71911369
7264018166398469064,eBay,https://d1w8cc2yygc27j.cloudfront.net/7264018166398469064/5475266236168993295.jpg,Auction,2024-05-28T01:02:01,8.5,565,92171042
-4164534779047574221,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4164534779047574221/-8420011091434224797.jpg,Auction,2024-05-27T00:00:30,9,1176.21,48418709
243576414145582731,eBay,https://d1w8cc2yygc27j.cloudfront.net/243576414145582731/124641664416375945.jpg,Auction,2024-05-26T22:38:26,7,145.5,88274962
-3127880221199218219,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3127880221199218219/-6787004996894814470.jpg,Auction,2024-05-26T20:35:01,7,145,86348436
-2454920348754453143,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2454920348754453143/-7772265102576633463.jpg,Auction,2024-05-24T02:54:01,7,242.5,77231169
-5828428524041360248,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5828428524041360248/2787372529862558059.jpg,Auction,2024-05-20T14:59:08,2,0,84168367
-4870294489781832549,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4870294489781832549/7478254178955400727.jpg,Auction,2024-05-19T01:31:24,8,313.53,87186379
-4588844792692401403,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4588844792692401403/3726991065164816044.jpg,Auction,2024-05-12T21:30:01,3,46,84168668
-3857352773789008258,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3857352773789008258/-3071858062255043611.jpg,Auction,2024-05-08T01:53:00,8,315,26109473
4359356078069071700,eBay,https://d1w8cc2yygc27j.cloudfront.net/4359356078069071700/2931508410757319319.jpg,Auction,2024-05-05T22:53:11,8,320,04417594
4496529912951201066,eBay,https://d1w8cc2yygc27j.cloudfront.net/4496529912951201066/-2898683671033026143.jpg,Auction,2024-05-03T01:44:01,7,156.89,84638540
-7063718795234571908,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7063718795234571908/-7795672819216325254.jpg,Auction,2024-05-03T00:22:30,7,138.5,85827772
-7032948991402485189,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7032948991402485189/-5961130913914868250.jpg,Auction,2024-04-28T01:32:48,8,320,30346934
-1675016189062091085,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1675016189062091085/-2499176449840102396.jpg,Auction,2024-04-26T01:29:33,7,133.11,41449583
-7382205777261983818,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7382205777261983818/13620049920174176.jpg,Auction,2024-04-25T01:33:00,8,307,20966304
6189737884356055671,eBay,https://d1w8cc2yygc27j.cloudfront.net/6189737884356055671/7122397518419913624.jpg,Auction,2024-04-22T00:02:00,9,1292.21,03014162
7617095061759046072,eBay,https://d1w8cc2yygc27j.cloudfront.net/7617095061759046072/5749263480525513329.jpg,Auction,2024-04-19T02:40:01,4,49.99,71359217
-2745860125199664627,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2745860125199664627/7257206906489332540.jpg,Auction,2024-04-19T02:15:00,5,76.47,23074923
-3459479075012494427,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3459479075012494427/9023433842948627830.jpg,Auction,2024-04-15T02:05:00,4.5,57,67180937
1450506151848546162,eBay,https://d1w8cc2yygc27j.cloudfront.net/1450506151848546162/8582841647320235128.jpg,Auction,2024-04-15T00:56:00,4,55.55,67180936
-6538231146221751972,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6538231146221751972/-682103316181168593.jpg,Auction,2024-04-14T18:48:05,4,28,30903161
-8398731026448972926,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8398731026448972926/3011455585380402570.jpg,Auction,2024-04-14T17:53:50,6,104.99,83919916
